Row ,Pot,Cluster ,Sucker,Subsucker,Weight ,BER?,Eaten,Mold? ,Unsure,Logged,Sugar Measurement 1 ,Sugar Measurement 2 ,SugarAverage
A,2,,,,59.3,N,N,N,N,8-Dec,,,0
A,7,,,,59.1,N,N,N,N,28-Dec,,,0
A,5,,,,58.9,N,N,N,N,25-Dec,,,0
D,4,,,,58.7,N,N,N,N,25-Dec,,,0
D,6,,,,58.3,N,N,N,N,25-Dec,,,0
B,6,,,,58.3,N,N,N,N,25-Dec,,,0
D,1,,,,58.2,N,N,N,N,28-Dec,,,0
D,4,,,,58,N,N,N,N,25-Dec,,,0
D,2,,,,57.8,N,N,N,N,15-Dec,,,0
B,8,,,,57.7,N,N,N,N,25-Dec,,,0
C,5,,,,57.3,N,N,N,N,28-Dec,,,0
D,4,,,,57.1,N,N,N,N,15-Dec,,,0
B,8,,,,57.1,N,N,N,N,25-Dec,,,0
B,8,,,,57.1,N,N,N,N,25-Dec,,,0
C,3,,,,56.7,N,N,N,N,25-Dec,,,0
D,1,,,,55.9,N,N,N,N,25-Dec,,,0
C,1,,,,55.3,N,N,N,N,25-Dec,,,0
D,5,,,,55.2,N,N,N,N,25-Dec,,,0
B,1,,,,55.1,N,N,N,N,8-Dec,,,0
D,7,,,,55.1,N,N,N,N,28-Dec,,,0
B,1,,,,54.7,N,N,N,N,25-Dec,,,0
A,6,,,,54.6,N,N,N,N,28-Dec,,,0
D,1,,,,54.6,N,N,N,N,28-Dec,,,0
B,5,,,,54.2,N,N,N,N,25-Dec,,,0
A,4,,,,54.2,N,N,N,N,25-Dec,,,0
C,1,,,,53.9,N,N,N,N,25-Dec,,,0
C,3,,,,53.7,N,N,N,N,25-Dec,,,0
A,2,,,,53.7,N,N,N,N,25-Dec,,,0
C,3,,,,53.7,N,N,N,N,25-Dec,,,0
D,5,,,,53.5,N,N,N,N,25-Dec,,,0
C,3,,,,53.3,N,N,N,N,25-Dec,,,0
D,7,,,,53.2,N,N,N,N,25-Dec,,,0
A,8,,,,53.1,N,N,N,N,25-Dec,,,0
A,6,,,,52.7,N,N,N,N,25-Dec,,,0
B,8,,,,52.6,N,N,N,N,25-Dec,,,0
B,8,,,,52.4,N,N,N,N,8-Dec,,,0
A,8,,,,51.9,N,N,N,N,25-Dec,,,0
B,5,,,,51.8,N,N,N,N,25-Dec,,,0
C,1,,,,51.7,N,N,N,N,28-Dec,,,0
B,8,,,,51.7,N,N,N,N,28-Dec,,,0
B,8,,,,51.7,N,N,N,N,28-Dec,,,0
B,5,,,,51.6,N,N,N,N,25-Dec,,,0
D,8,,,,51.5,N,N,N,N,25-Dec,,,0
A,7,,,,51.4,N,N,N,N,25-Dec,,,0
A,2,,,,51,N,N,N,N,25-Dec,,,0
A,1,,,,51,N,N,N,N,25-Dec,,,0
B,8,,,,50.8,N,N,N,N,15-Dec,,,0
D,5,,,,50.8,N,N,N,N,25-Dec,,,0
C,3,,,,50.7,N,N,N,N,25-Dec,,,0
D,8,,,,50.5,N,N,N,N,28-Dec,,,0
C,1,,,,50.3,N,N,N,N,25-Dec,,,0
B,5,,,,50.2,N,N,N,N,25-Dec,,,0
D,1,,,,50.2,N,N,N,N,28-Dec,,,0
A,2,,,,50.1,N,N,N,N,25-Dec,,,0
B,1,,,,50.1,N,N,N,N,28-Dec,,,0
B,8,,,,49.3,N,N,N,N,15-Dec,,,0
D,1,,,,49,N,N,N,N,28-Dec,,,0
B,1,,,,48.7,N,N,N,N,28-Dec,,,0
D,6,,,,48.7,N,N,N,N,28-Dec,,,0
B,8,,,,48.6,N,N,N,N,25-Dec,,,0
B,8,,,,48.4,N,N,N,N,25-Dec,,,0
A,6,,,,48.3,N,N,N,N,15-Dec,,,0
A,6,,,,48.3,N,N,N,N,25-Dec,,,0
A,3,,,,48.2,N,N,N,N,8-Dec,,,0
D,4,,,,48.2,N,N,N,N,25-Dec,,,0
B,8,,,,48.1,N,N,N,N,15-Dec,,,0
D,5,,,,47.9,N,N,N,N,25-Dec,,,0
B,8,,,,47.9,N,N,N,N,25-Dec,,,0
B,5,,,,47.9,N,N,N,N,28-Dec,,,0
D,5,,,,47.7,N,N,N,N,25-Dec,,,0
D,3,,,,47.6,N,N,N,N,25-Dec,,,0
D,1,,,,47.5,N,N,N,N,28-Dec,,,0
B,8,,,,47.4,N,N,N,N,28-Dec,,,0
D,8,,,,47.2,N,N,N,N,25-Dec,,,0
B,8,,,,46.7,N,N,N,N,25-Dec,,,0
B,1,,,,46.6,N,N,N,N,28-Dec,,,0
D,1,,,,46.5,N,N,N,N,28-Dec,,,0
B,8,,,,46.1,N,N,N,N,25-Dec,,,0
A,2,,,,46.1,N,N,N,N,25-Dec,,,0
D,7,,,,45.6,N,N,N,N,28-Dec,,,0
B,8,,,,45.1,N,N,N,N,25-Dec,,,0
D,5,,,,45,N,N,N,N,25-Dec,,,0
A,2,,,,45,N,N,N,N,25-Dec,,,0
B,8,,,,44.7,N,N,N,N,25-Dec,,,0
D,4,,,,44.6,N,N,N,N,15-Dec,,,0
D,5,,,,44.3,N,N,N,N,15-Dec,,,0
C,4,,,,44.2,N,N,N,N,25-Dec,,,0
A,8,,,,43.9,N,N,N,N,25-Dec,,,0
D,6,,,,43.3,N,N,N,N,25-Dec,,,0
A,6,,,,43,N,N,N,N,28-Dec,,,0
B,8,,,,42.2,N,N,N,N,25-Dec,,,0
A,2,,,,42.2,N,N,N,N,28-Dec,,,0
C,3,,,,42.1,N,N,N,N,28-Dec,,,0
A,2,,,,42,N,N,N,N,25-Dec,,,0
C,1,,,,41.8,N,N,N,N,28-Dec,,,0
D,5,,,,41.7,N,N,N,N,15-Dec,,,0
A,5,,,,41.7,N,N,N,N,25-Dec,,,0
A,8,,,,41.4,N,N,N,N,25-Dec,,,0
B,5,,,,41.4,N,N,N,N,28-Dec,,,0
D,1,,,,41.4,N,N,N,N,28-Dec,,,0
B,2,,,,41.1,N,N,N,N,25-Dec,,,0
C,2,,,,40.8,N,N,N,N,28-Dec,,,0
A,4,,,,40.2,N,N,N,N,25-Dec,,,0
C,2,,,,40.2,N,N,N,N,25-Dec,,,0
D,5,,,,39.6,N,N,N,N,25-Dec,,,0
B,5,,,,39.6,N,N,N,N,25-Dec,,,0
A,2,,,,39.5,N,N,N,N,28-Dec,,,0
B,8,,,,39.4,N,N,N,N,25-Dec,,,0
A,2,,,,39.3,N,N,N,N,25-Dec,,,0
D,2,,,,39.1,N,N,N,N,28-Dec,,,0
A,2,,,,38.8,N,N,N,N,25-Dec,,,0
B,5,,,,38.7,N,N,N,N,25-Dec,,,0
A,2,,,,38.3,N,N,N,N,25-Dec,,,0
B,5,,,,38.1,N,N,N,N,15-Dec,,,0
D,7,,,,37.7,N,N,N,N,25-Dec,,,0
A,6,,,,37.7,N,N,N,N,25-Dec,,,0
A,7,,,,37.6,N,N,N,N,8-Dec,,,0
D,1,,,,37.2,N,N,N,N,25-Dec,,,0
C,4,,,,37,N,N,N,N,28-Dec,,,0
B,8,,,,36,N,N,N,N,8-Dec,,,0
C,4,,,,36,N,N,N,N,25-Dec,,,0
D,1,,,,36,N,N,N,N,28-Dec,,,0
B,8,,,,35.8,N,N,N,N,15-Dec,,,0
D,1,,,,35.6,N,N,N,N,28-Dec,,,0
A,2,,,,34.8,N,N,N,N,28-Dec,,,0
D,6,,,,34.7,N,N,N,N,25-Dec,,,0
B,2,,,,34.6,N,N,Y,N,25-Dec,,,0
A,6,,,,34,N,N,N,N,25-Dec,,,0
A,2,,,,34,N,N,N,N,28-Dec,,,0
A,6,,,,33.8,N,N,N,N,15-Dec,,,0
D,1,,,,33.8,N,N,N,N,28-Dec,,,0
B,1,,,,33.7,N,N,N,N,28-Dec,,,0
B,8,,,,32.5,N,N,N,N,25-Dec,,,0
C,3,,,,29.5,N,N,N,N,25-Dec,,,0
A,8,,,,29.1,N,N,N,N,28-Dec,,,0
D,3,,,,28.4,N,N,N,N,25-Dec,,,0
D,7,,,,28,N,N,N,N,25-Dec,,,0
D,3,,,,28,N,N,N,N,25-Dec,,,0
A,2,,,,28,N,N,N,N,28-Dec,,,0
A,8,,,,27.1,N,N,N,N,28-Dec,,,0
A,6,,,,25.8,N,N,N,N,28-Dec,,,0
B,8,,,,25.6,N,N,N,N,15-Dec,,,0
A,4,,,,25.3,N,N,N,N,28-Dec,,,0
B,8,,,,24.9,N,N,N,N,25-Dec,,,0
D,8,,,,24.2,N,N,N,N,15-Dec,,,0
B,8,,,,24,N,N,N,N,25-Dec,,,0
D,1,,,,23,N,N,N,N,28-Dec,,,0
D,5,,,,21.7,N,N,N,N,28-Dec,,,0
D,1,,,,19.9,N,N,N,N,25-Dec,,,0
D,1,,,,14.1,N,N,N,N,28-Dec,,,0
A,3,,,,,N,N,N,N,3-Nov,,,0
B,5,3,,,,N,N,N,N,8-Nov,,,0
D,2,0,0,0,,N,N,N,N,8-Nov,,,0
D,2,0,0,0,,N,N,N,N,10-Nov,,,0
D,6,,,,,N,N,Y,N,10-Dec,,,0
B,8,,,,,N,N,Y,N,10-Dec,,,0
A,8,,,,,N,N,Y,N,10-Dec,,,0
D,8,,,,,N,N,N,N,25-Dec,,,0
B,6,,,,,N,N,Y,N,25-Dec,,,0
A,2,,,,,N,N,Y,N,25-Dec,,,0
B,4,,,,,N,N,N,N,28-Dec,,,0
B,6,,,,,N,N,N,N,28-Dec,,,0
B,8,,,,,N,N,N,N,28-Dec,,,0
A,7,,,,,N,N,N,N,28-Dec,,,0
B,7,,,,,N,N,N,N,28-Dec,,,0
B,8,,,,,N,N,N,N,28-Dec,,,0
D,1,,,,,N,N,N,N,28-Dec,,,0
B,7,,,,,N,N,N,N,28-Dec,,,0
B,8,,,,,N,N,N,N,28-Dec,,,0
C,1,,,,,N,N,N,N,28-Dec,,,0
C,3,,,,,N,N,N,N,28-Dec,,,0
D,8,,,,,N,N,N,N,28-Dec,,,0
D,6,,,,,N,N,N,N,28-Dec,,,0
D,8,,,,,N,N,N,N,28-Dec,,,0
D,8,,,,,N,N,N,N,28-Dec,,,0
D,8,,,,,N,N,N,N,28-Dec,,,0
B,6,,,,,N,N,N,N,28-Dec,,,0
B,3,,,,,N,N,N,N,28-Dec,,,0
C,5,,,,,N,N,N,N,28-Dec,,,0
C,3,,,,,N,N,N,N,28-Dec,,,0
C,7,,,,,N,N,N,N,28-Dec,,,0
D,4,,,,107.1,Y,N,Y,N,15-Dec,0,0,0
B,5,1,2,0,104.3,Y,N,N,N,28-Oct,7,6.7,6.85
B,3,2,0,0,185.2,Y,N,N,N,24-Oct,,,0
D,3,2,0,0,161.6,Y,N,N,N,20-Oct,,,0
C,6,3,1,0,160.7,Y,N,N,N,4-Nov,,,0
C,5,3,2,,147.5,Y,N,N,N,10-Nov,,,0
D,5,,,,146.7,Y,N,N,N,15-Dec,,,0
A,8,1,1,0,140.5,Y,N,N,N,20-Oct,,,0
A,8,1,1,0,140.5,Y,Y,N,N,20-Oct,,,0
D,4,,,,135.1,Y,N,N,N,2-Dec,,,0
A,8,1,1,0,124.8,Y,N,N,N,24-Oct,,,0
D,8,2,3,,119.1,Y,N,N,N,18-Nov,,,0
A,5,2,0,0,118.1,Y,N,N,Y,20-Oct,,,0
D,8,,,,118.1,Y,N,N,N,15-Dec,,,0
C,4,2,0,0,118,Y,N,N,N,20-Oct,,,0
C,8,2,0,0,115.4,Y,N,N,N,24-Oct,,,0
B,1,2,0,0,114.2,Y,N,N,N,20-Oct,,,0
B,6,,,,113.7,Y,N,N,N,10-Nov,,,0
D,1,1,1,0,112.4,Y,N,N,N,24-Oct,,,0
D,5,,,,108.8,Y,N,N,N,10-Dec,,,0
D,8,,,,108.7,Y,N,N,N,10-Dec,,,0
C,5,,,,107.2,Y,N,N,N,2-Dec,,,0
A,7,,,,106.9,Y,N,Y,N,15-Dec,,,0
D,7,2,0,0,106.1,Y,N,N,N,20-Oct,,,0
C,5,,,,105.1,Y,N,N,N,2-Dec,,,0
D,1,1,1,0,104.5,Y,N,N,N,24-Oct,,,0
A,3,,,,104.4,Y,N,N,N,15-Dec,,,0
D,5,2,0,0,102.8,Y,N,N,N,20-Oct,,,0
D,8,,,,102.5,Y,N,N,N,2-Dec,,,0
A,4,,,,101.6,Y,N,N,N,18-Nov,,,0
C,1,,,,101,Y,N,N,N,15-Dec,,,0
C,8,2,0,0,100.7,Y,N,N,N,28-Oct,,,0
A,8,3,0,0,100.6,Y,N,N,N,20-Oct,,,0
C,5,,,,100,Y,N,N,N,15-Dec,,,0
D,4,,,,99.4,Y,N,N,N,10-Dec,,,0
D,8,,,,99,Y,N,N,N,15-Dec,,,0
C,1,,,,96.7,Y,N,N,N,15-Dec,,,0
D,5,,,,95.7,Y,N,N,N,18-Nov,,,0
D,1,1,1,0,95.5,Y,N,N,Y,20-Oct,,,0
C,1,,,,95.4,Y,N,N,N,18-Nov,,,0
C,8,2,0,0,94.8,Y,N,N,N,24-Oct,,,0
C,8,,,,94.1,Y,N,N,N,15-Dec,,,0
C,4,2,1,0,93.9,Y,N,N,N,4-Nov,,,0
C,8,,,,93,Y,N,N,N,18-Nov,,,0
A,6,1,1,0,92.6,Y,N,N,N,20-Oct,,,0
B,1,1,0,0,92.1,Y,N,N,N,3-Nov,,,0
C,5,,,,92,Y,N,N,N,18-Nov,,,0
D,2,0,0,0,90.8,Y,N,N,N,4-Nov,,,0
D,7,,,,90.8,Y,N,N,N,18-Nov,,,0
A,8,1,0,0,90.3,Y,N,N,N,20-Oct,,,0
A,6,3,0,0,89.9,Y,N,N,N,24-Oct,,,0
D,3,1,1,0,89.4,Y,N,N,N,24-Oct,,,0
B,6,,,,89,Y,N,N,N,2-Dec,,,0
B,5,,,,88.9,Y,N,N,N,2-Dec,,,0
C,8,1,1,0,88.4,Y,N,N,N,20-Oct,,,0
B,5,4,0,0,87.7,Y,N,N,N,8-Nov,,,0
A,8,,,,87.4,Y,N,N,N,2-Dec,,,0
D,8,,,,87.3,Y,N,N,N,15-Dec,,,0
C,8,,,,87,Y,N,N,N,2-Dec,,,0
B,6,,,,86.6,Y,N,N,N,14-Nov,,,0
D,8,,,,86,Y,N,N,N,2-Dec,,,0
D,1,1,2,0,85.7,Y,N,N,N,24-Oct,,,0
D,7,2,0,0,85.6,Y,N,N,N,25-Oct,,,0
D,3,2,0,0,85.4,Y,N,N,N,24-Oct,,,0
C,8,,,,85.2,Y,N,N,N,18-Nov,,,0
B,1,1,1,0,85,Y,N,N,N,20-Oct,,,0
D,7,2,0,0,84.5,Y,N,N,N,28-Oct,,,0
D,8,,,,83.2,Y,N,N,N,15-Dec,,,0
D,1,1,1,0,82.9,Y,N,N,N,20-Oct,,,0
D,1,0,0,0,82.9,Y,N,N,N,4-Nov,,,0
B,5,,,,82.5,Y,N,N,N,18-Nov,,,0
A,8,,,,81.4,Y,N,N,N,2-Dec,,,0
B,7,2,1,,81.3,Y,N,N,N,10-Nov,,,0
D,8,,,,81.3,Y,N,N,N,18-Nov,,,0
A,2,2,0,0,81,Y,N,N,N,20-Oct,,,0
D,4,,,,80.9,Y,N,N,N,2-Dec,,,0
C,8,2,2,,80.8,Y,N,N,N,10-Nov,,,0
D,5,2,0,0,80.7,Y,N,N,N,28-Oct,,,0
A,8,1,1,0,77.6,Y,N,N,N,4-Nov,,,0
D,5,2,0,0,77.2,Y,N,N,N,24-Oct,,,0
B,8,,,,77,Y,N,N,N,2-Dec,,,0
C,8,,,,76.7,Y,N,N,N,18-Nov,,,0
A,7,,,,75.8,Y,N,N,N,2-Dec,,,0
D,4,,,,75.4,Y,N,N,N,18-Nov,,,0
D,5,2,0,0,75,Y,N,N,N,20-Oct,,,0
D,1,1,1,0,75,Y,N,N,N,20-Oct,,,0
D,5,,,,74.8,Y,N,N,N,2-Dec,,,0
B,8,,,,74.8,Y,N,N,N,15-Dec,,,0
B,8,,,,73.7,Y,N,N,N,2-Dec,,,0
A,6,3,2,0,73.1,Y,N,N,N,1-Nov,,,0
C,5,,,,72.9,Y,N,N,N,15-Dec,,,0
A,5,2,,,72.1,Y,N,N,N,10-Nov,,,0
D,8,,,,71.7,Y,N,N,N,2-Dec,,,0
C,8,5,0,0,71.1,Y,N,N,N,4-Nov,,,0
D,1,1,1,1,71,Y,N,N,N,20-Oct,,,0
D,3,2,0,0,70.9,Y,N,N,N,28-Oct,,,0
D,3,,,,70.1,Y,N,N,N,10-Nov,,,0
D,1,1,1,0,70,Y,N,N,N,20-Oct,,,0
A,4,,,,69.8,Y,N,N,N,2-Dec,,,0
B,6,,,,69.6,Y,N,N,N,18-Nov,,,0
B,3,,,,69.4,Y,N,N,N,15-Dec,,,0
D,1,,,,69.3,Y,N,N,N,15-Dec,,,0
B,8,,,,68.4,Y,N,N,N,10-Dec,,,0
B,6,,,,68.3,Y,N,N,N,15-Dec,,,0
A,4,,,,68,Y,N,N,N,2-Dec,,,0
B,6,,,,67.7,Y,N,Y,N,15-Dec,,,0
C,2,,,,67.4,Y,N,N,N,15-Dec,,,0
B,8,,,,67.1,Y,N,N,N,10-Nov,,,0
D,3,,,,66.9,Y,N,N,N,2-Dec,,,0
D,3,,,,66.3,Y,N,Y,N,8-Nov,,,0
C,1,,,,65.7,Y,N,N,N,10-Dec,,,0
C,2,,,,64.3,Y,N,N,N,10-Nov,,,0
C,8,,,,64.1,Y,N,N,N,15-Dec,,,0
A,6,1,1,,64,Y,N,N,N,18-Nov,,,0
A,8,,,,63.5,Y,N,N,N,18-Nov,,,0
B,1,2,1,0,63.1,Y,N,N,N,4-Nov,,,0
D,1,1,0,0,62.7,Y,N,N,N,20-Oct,,,0
D,1,,,,62.6,Y,N,N,N,28-Dec,,,0
D,5,2,0,0,62.2,Y,N,N,N,20-Oct,,,0
A,6,1,2,,61.4,Y,N,N,N,14-Nov,,,0
D,1,2,0,0,61.2,Y,N,N,N,1-Nov,,,0
A,8,,,,60.7,Y,N,N,N,2-Dec,,,0
D,5,,,,59.7,Y,N,N,N,18-Nov,,,0
D,7,,,,59.2,Y,N,N,N,29-Nov,,,0
D,7,,,,58.3,Y,N,N,N,30-Nov,,,0
C,2,,,,57.4,Y,N,N,N,2-Dec,,,0
D,1,0,0,0,57.3,Y,N,N,N,4-Nov,,,0
B,8,,,,57.3,Y,N,N,N,15-Dec,,,0
C,8,1,2,1,57.1,Y,N,N,N,14-Nov,,,0
C,2,,,,56.7,Y,N,N,N,18-Nov,,,0
B,6,1,2,,56.6,Y,N,N,N,18-Nov,,,0
C,2,,,,56.2,Y,N,N,N,2-Dec,,,0
A,6,1,2,,55.1,Y,N,N,N,10-Nov,,,0
D,3,,,,54.9,Y,N,N,N,2-Dec,,,0
B,5,,,,54.3,Y,N,N,N,15-Dec,,,0
A,2,,,,53.4,Y,N,N,N,2-Dec,,,0
D,1,2,1,0,51.7,Y,N,N,N,28-Oct,,,0
D,1,2,2,0,50.8,Y,N,N,N,28-Oct,,,0
D,4,0,0,0,48.1,Y,N,N,N,11-Nov,,,0
C,1,2,0,0,42.4,Y,N,N,N,11-Nov,,,0
B,1,2,1,0,41.4,Y,N,N,N,4-Nov,,,0
D,1,1,1,0,,Y,N,N,N,20-Oct,,,0
D,1,1,2,0,,Y,,N,Y,24-Oct,,,0
D,1,1,0,0,,Y,N,N,N,24-Oct,,,0
A,5,2,1,0,,Y,Y,N,N,24-Oct,,,0
A,6,3,0,0,,Y,Y,N,N,24-Oct,,,0
D,3,2,0,0,,Y,N,N,N,28-Oct,,,0
D,3,,,,,Y,N,N,N,8-Nov,,,0
B,8,,,,,Y,N,N,N,10-Nov,,,0
A,6,,,,,Y,N,N,N,10-Nov,,,0
B,8,,,,,Y,N,N,N,10-Nov,,,0
A,2,2,1,,,Y,N,N,N,10-Nov,,,0
A,8,,,,,Y,N,N,N,10-Nov,,,0
B,8,1,2,,,Y,N,N,N,10-Nov,,,0
D,7,,,,,Y,N,N,N,26-Nov,,,0
C,5,,,,,Y,N,N,N,26-Nov,,,0
A,6,,,,,Y,N,N,N,26-Nov,,,0
C,8,,,,,Y,N,N,N,26-Nov,,,0
D,7,,,,,Y,N,N,N,26-Nov,,,0
C,5,,,,,Y,N,N,N,26-Nov,,,0
C,1,,,,,Y,N,N,N,26-Nov,,,0
C,8,,,,,Y,N,N,N,26-Nov,,,0
D,8,,,,,Y,N,N,N,26-Nov,,,0
B,4,,,,,Y,N,N,N,26-Nov,,,0
D,1,,,,,Y,N,N,N,26-Nov,,,0
D,8,,,,,Y,N,N,N,26-Nov,,,0
C,3,,,,,Y,N,N,N,26-Nov,,,0
